item_id,user_id,rating,timestamp,model_attr,category,brand,year,user_attr,split
236,17804,5.0,2008-05-26,Male,Headphones,Philips,2005,,0
547,17817,2.0,2008-05-27,Male,Headphones,Philips,2007,,0
236,17859,4.0,2008-05-28,Male,Headphones,Philips,2005,,0
236,17906,5.0,2008-05-30,Male,Headphones,Philips,2005,,0
547,17982,1.0,2008-06-02,Male,Headphones,Philips,2007,,0
236,17999,4.0,2008-06-03,Male,Headphones,Philips,2005,,0
236,18056,2.0,2008-06-06,Male,Headphones,Philips,2005,,0
547,18313,5.0,2008-06-16,Male,Headphones,Philips,2007,,0
547,18512,5.0,2008-06-26,Male,Headphones,Philips,2007,,0
236,18568,5.0,2008-06-28,Male,Headphones,Philips,2005,,0
547,18690,2.0,2008-07-03,Male,Headphones,Philips,2007,,0
547,18697,3.0,2008-07-03,Male,Headphones,Philips,2007,,0
236,18761,5.0,2008-07-06,Male,Headphones,Philips,2005,,0
236,18856,4.0,2008-07-09,Male,Headphones,Philips,2005,,0
236,18918,2.0,2008-07-11,Male,Headphones,Philips,2005,,0
236,19109,4.0,2008-07-18,Male,Headphones,Philips,2005,Female,0
547,19171,2.0,2008-07-21,Male,Headphones,Philips,2007,,0
547,19723,4.0,2008-08-11,Male,Headphones,Philips,2007,,0
236,19894,2.0,2008-08-18,Male,Headphones,Philips,2005,,0
547,19968,2.0,2008-08-22,Male,Headphones,Philips,2007,,0
236,19970,2.0,2008-08-22,Male,Headphones,Philips,2005,,0
547,20018,5.0,2008-08-24,Male,Headphones,Philips,2007,,0
236,20067,4.0,2008-08-26,Male,Headphones,Philips,2005,,0
236,20207,4.0,2008-08-30,Male,Headphones,Philips,2005,,0
547,20256,5.0,2008-08-31,Male,Headphones,Philips,2007,,0
236,20284,3.0,2008-09-01,Male,Headphones,Philips,2005,,0
236,20419,3.0,2008-09-06,Male,Headphones,Philips,2005,,0
547,20453,3.0,2008-09-07,Male,Headphones,Philips,2007,,0
547,20521,5.0,2008-09-10,Male,Headphones,Philips,2007,,0
236,20713,5.0,2008-09-17,Male,Headphones,Philips,2005,,0
236,20774,3.0,2008-09-19,Male,Headphones,Philips,2005,,0
236,21044,4.0,2008-10-01,Male,Headphones,Philips,2005,,0
236,21056,3.0,2008-10-02,Male,Headphones,Philips,2005,,0
236,21119,4.0,2008-10-04,Male,Headphones,Philips,2005,,0
236,21176,4.0,2008-10-06,Male,Headphones,Philips,2005,,0
236,21202,4.0,2008-10-07,Male,Headphones,Philips,2005,,0
236,21367,4.0,2008-10-14,Male,Headphones,Philips,2005,,0
547,21417,1.0,2008-10-17,Male,Headphones,Philips,2007,,0
236,21497,3.0,2008-10-21,Male,Headphones,Philips,2005,,0
547,21532,1.0,2008-10-23,Male,Headphones,Philips,2007,Female,0
236,21654,1.0,2008-10-28,Male,Headphones,Philips,2005,,0
236,21703,1.0,2008-10-30,Male,Headphones,Philips,2005,,0
236,21769,1.0,2008-11-02,Male,Headphones,Philips,2005,,0
547,21807,2.0,2008-11-04,Male,Headphones,Philips,2007,,0
547,21902,5.0,2008-11-11,Male,Headphones,Philips,2007,Male,0
236,21960,3.0,2008-11-13,Male,Headphones,Philips,2005,Male,0
547,21965,1.0,2008-11-14,Male,Headphones,Philips,2007,,0
236,22034,5.0,2008-11-17,Male,Headphones,Philips,2005,,0
547,22362,3.0,2008-11-30,Male,Headphones,Philips,2007,,0
236,22404,5.0,2008-12-01,Male,Headphones,Philips,2005,,0
236,22414,5.0,2008-12-01,Male,Headphones,Philips,2005,,0
236,22519,4.0,2008-12-05,Male,Headphones,Philips,2005,,0
547,22604,2.0,2008-12-09,Male,Headphones,Philips,2007,,0
547,22622,3.0,2008-12-10,Male,Headphones,Philips,2007,,0
547,22712,1.0,2008-12-12,Male,Headphones,Philips,2007,,0
547,22954,3.0,2008-12-19,Male,Headphones,Philips,2007,,0
907,23068,4.0,2008-12-22,Female,Headphones,Jabra,2009,,0
547,23289,5.0,2008-12-27,Male,Headphones,Philips,2007,,0
236,23290,5.0,2008-12-27,Male,Headphones,Philips,2005,,0
547,23526,1.0,2009-01-03,Male,Headphones,Philips,2007,,0
547,23558,4.0,2009-01-04,Male,Headphones,Philips,2007,,0
236,23624,5.0,2009-01-06,Male,Headphones,Philips,2005,,0
236,23657,4.0,2009-01-06,Male,Headphones,Philips,2005,,0
547,23679,4.0,2009-01-06,Male,Headphones,Philips,2007,Male,0
236,23751,3.0,2009-01-07,Male,Headphones,Philips,2005,,0
236,24214,5.0,2009-01-14,Male,Headphones,Philips,2005,,0
236,24562,2.0,2009-01-23,Male,Headphones,Philips,2005,,0
547,24568,5.0,2009-01-23,Male,Headphones,Philips,2007,,0
547,24660,5.0,2009-01-26,Male,Headphones,Philips,2007,,0
236,24711,5.0,2009-01-27,Male,Headphones,Philips,2005,,0
547,24837,2.0,2009-01-31,Male,Headphones,Philips,2007,,0
236,24889,5.0,2009-02-02,Male,Headphones,Philips,2005,Female,0
547,24929,3.0,2009-02-03,Male,Headphones,Philips,2007,,0
547,25079,4.0,2009-02-07,Male,Headphones,Philips,2007,,0
547,25492,5.0,2009-02-21,Male,Headphones,Philips,2007,,0
547,25617,1.0,2009-02-25,Male,Headphones,Philips,2007,,0
236,25716,4.0,2009-03-01,Male,Headphones,Philips,2005,,0
547,25776,1.0,2009-03-03,Male,Headphones,Philips,2007,,0
907,25794,5.0,2009-03-04,Female,Headphones,Jabra,2009,,0
547,25814,4.0,2009-03-04,Male,Headphones,Philips,2007,,0
236,26063,4.0,2009-03-16,Male,Headphones,Philips,2005,,0
236,26092,4.0,2009-03-17,Male,Headphones,Philips,2005,,0
236,26121,5.0,2009-03-18,Male,Headphones,Philips,2005,,0
907,26186,5.0,2009-03-20,Female,Headphones,Jabra,2009,,0
236,26188,1.0,2009-03-20,Male,Headphones,Philips,2005,,0
236,26413,2.0,2009-03-28,Male,Headphones,Philips,2005,,0
236,26414,5.0,2009-03-28,Male,Headphones,Philips,2005,,0
236,26455,4.0,2009-03-30,Male,Headphones,Philips,2005,,0
236,26484,1.0,2009-03-31,Male,Headphones,Philips,2005,,0
907,26495,4.0,2009-03-31,Female,Headphones,Jabra,2009,,0
907,26496,4.0,2009-03-31,Female,Headphones,Jabra,2009,,0
907,26601,1.0,2009-04-04,Female,Headphones,Jabra,2009,,0
236,26704,3.0,2009-04-07,Male,Headphones,Philips,2005,,0
547,26727,4.0,2009-04-08,Male,Headphones,Philips,2007,,0
236,27133,1.0,2009-04-23,Male,Headphones,Philips,2005,,0
236,27478,2.0,2009-05-05,Male,Headphones,Philips,2005,,0
907,27654,5.0,2009-05-12,Female,Headphones,Jabra,2009,,0
236,27672,4.0,2009-05-13,Male,Headphones,Philips,2005,,0
236,27796,1.0,2009-05-17,Male,Headphones,Philips,2005,,0
236,28111,3.0,2009-05-28,Male,Headphones,Philips,2005,,0
236,28128,4.0,2009-05-29,Male,Headphones,Philips,2005,,0
547,28358,4.0,2009-06-05,Male,Headphones,Philips,2007,,0
236,28483,3.0,2009-06-10,Male,Headphones,Philips,2005,,0
236,28566,3.0,2009-06-13,Male,Headphones,Philips,2005,,0
236,28583,4.0,2009-06-14,Male,Headphones,Philips,2005,,0
547,28730,5.0,2009-06-19,Male,Headphones,Philips,2007,,0
236,28763,4.0,2009-06-21,Male,Headphones,Philips,2005,,0
547,28778,5.0,2009-06-21,Male,Headphones,Philips,2007,,0
547,28779,1.0,2009-06-21,Male,Headphones,Philips,2007,,0
547,28860,2.0,2009-06-24,Male,Headphones,Philips,2007,,0
907,28914,5.0,2009-06-26,Female,Headphones,Jabra,2009,,0
547,29077,1.0,2009-07-01,Male,Headphones,Philips,2007,,0
236,29234,5.0,2009-07-06,Male,Headphones,Philips,2005,,0
547,29557,5.0,2009-07-17,Male,Headphones,Philips,2007,,0
236,29605,4.0,2009-07-20,Male,Headphones,Philips,2005,,0
236,29651,5.0,2009-07-23,Male,Headphones,Philips,2005,,0
547,29754,5.0,2009-07-28,Male,Headphones,Philips,2007,,0
547,29789,2.0,2009-07-30,Male,Headphones,Philips,2007,,0
547,29883,1.0,2009-08-03,Male,Headphones,Philips,2007,,0
236,30114,5.0,2009-08-13,Male,Headphones,Philips,2005,Male,0
236,30118,4.0,2009-08-13,Male,Headphones,Philips,2005,,0
547,30119,5.0,2009-08-13,Male,Headphones,Philips,2007,,0
236,30194,4.0,2009-08-16,Male,Headphones,Philips,2005,,0
547,30620,1.0,2009-08-29,Male,Headphones,Philips,2007,,0
236,30646,5.0,2009-08-30,Male,Headphones,Philips,2005,,0
236,31027,3.0,2009-09-10,Male,Headphones,Philips,2005,,0
236,31308,4.0,2009-09-14,Male,Headphones,Philips,2005,,0
907,31376,4.0,2009-09-16,Female,Headphones,Jabra,2009,,0
236,31441,4.0,2009-09-18,Male,Headphones,Philips,2005,Female,0
236,31656,4.0,2009-09-24,Male,Headphones,Philips,2005,,0
547,31725,4.0,2009-09-26,Male,Headphones,Philips,2007,,0
236,31832,3.0,2009-09-30,Male,Headphones,Philips,2005,,0
547,31894,1.0,2009-10-02,Male,Headphones,Philips,2007,,0
236,32022,1.0,2009-10-06,Male,Headphones,Philips,2005,Female,0
236,32098,4.0,2009-10-09,Male,Headphones,Philips,2005,,0
547,32102,3.0,2009-10-09,Male,Headphones,Philips,2007,,0
547,32166,5.0,2009-10-11,Male,Headphones,Philips,2007,,0
547,32167,2.0,2009-10-11,Male,Headphones,Philips,2007,,0
236,32177,5.0,2009-10-11,Male,Headphones,Philips,2005,,0
236,32178,3.0,2009-10-11,Male,Headphones,Philips,2005,,0
236,32236,4.0,2009-10-13,Male,Headphones,Philips,2005,,0
236,32238,4.0,2009-10-13,Male,Headphones,Philips,2005,,0
236,32335,5.0,2009-10-16,Male,Headphones,Philips,2005,,0
236,32377,4.0,2009-10-17,Male,Headphones,Philips,2005,,0
547,32390,2.0,2009-10-18,Male,Headphones,Philips,2007,,0
236,32441,4.0,2009-10-19,Male,Headphones,Philips,2005,Male,0
907,32526,2.0,2009-10-21,Female,Headphones,Jabra,2009,,0
236,32593,2.0,2009-10-23,Male,Headphones,Philips,2005,,0
547,32662,1.0,2009-10-26,Male,Headphones,Philips,2007,,0
547,32772,5.0,2009-10-28,Male,Headphones,Philips,2007,,0
236,32854,5.0,2009-10-31,Male,Headphones,Philips,2005,,0
236,32856,4.0,2009-10-31,Male,Headphones,Philips,2005,,0
236,32956,2.0,2009-11-03,Male,Headphones,Philips,2005,,0
547,33235,1.0,2009-11-11,Male,Headphones,Philips,2007,,0
236,33984,2.0,2009-11-30,Male,Headphones,Philips,2005,,0
547,34347,5.0,2009-12-07,Male,Headphones,Philips,2007,,0
547,34462,4.0,2009-12-10,Male,Headphones,Philips,2007,,0
236,34496,4.0,2009-12-10,Male,Headphones,Philips,2005,,0
547,34684,4.0,2009-12-15,Male,Headphones,Philips,2007,,0
547,34765,5.0,2009-12-16,Male,Headphones,Philips,2007,,0
236,34990,5.0,2009-12-21,Male,Headphones,Philips,2005,,0
236,35373,3.0,2009-12-28,Male,Headphones,Philips,2005,,0
236,35922,4.0,2010-01-07,Male,Headphones,Philips,2005,,0
236,36034,1.0,2010-01-09,Male,Headphones,Philips,2005,,0
547,36385,2.0,2010-01-17,Male,Headphones,Philips,2007,Male,0
236,36672,4.0,2010-01-23,Male,Headphones,Philips,2005,,0
236,36771,5.0,2010-01-25,Male,Headphones,Philips,2005,Male,0
907,37134,4.0,2010-01-31,Female,Headphones,Jabra,2009,,0
236,37346,4.0,2010-02-02,Male,Headphones,Philips,2005,,0
236,37466,4.0,2010-02-04,Male,Headphones,Philips,2005,,0
547,37471,3.0,2010-02-04,Male,Headphones,Philips,2007,,0
236,37691,4.0,2010-02-07,Male,Headphones,Philips,2005,,0
547,37852,5.0,2010-02-09,Male,Headphones,Philips,2007,,0
907,37898,5.0,2010-02-10,Female,Headphones,Jabra,2009,,0
236,38009,4.0,2010-02-11,Male,Headphones,Philips,2005,,0
236,38210,5.0,2010-02-15,Male,Headphones,Philips,2005,,0
547,38210,5.0,2010-02-15,Male,Headphones,Philips,2007,,1
236,38589,3.0,2010-02-23,Male,Headphones,Philips,2005,,0
236,38619,3.0,2010-02-24,Male,Headphones,Philips,2005,,0
236,38639,3.0,2010-02-25,Male,Headphones,Philips,2005,,0
236,38846,1.0,2010-03-02,Male,Headphones,Philips,2005,,0
547,39216,4.0,2010-03-10,Male,Headphones,Philips,2007,,0
547,39419,3.0,2010-03-15,Male,Headphones,Philips,2007,,0
547,39421,2.0,2010-03-15,Male,Headphones,Philips,2007,Female,0
547,39940,5.0,2010-03-28,Male,Headphones,Philips,2007,,0
547,39982,4.0,2010-03-29,Male,Headphones,Philips,2007,,0
236,40261,1.0,2010-04-06,Male,Headphones,Philips,2005,,0
547,40344,5.0,2010-04-08,Male,Headphones,Philips,2007,,0
547,40364,2.0,2010-04-08,Male,Headphones,Philips,2007,,0
547,40650,5.0,2010-04-16,Male,Headphones,Philips,2007,,0
547,40873,5.0,2010-04-22,Male,Headphones,Philips,2007,,0
236,41456,2.0,2010-05-10,Male,Headphones,Philips,2005,,0
236,41516,3.0,2010-05-12,Male,Headphones,Philips,2005,,0
547,41522,5.0,2010-05-12,Male,Headphones,Philips,2007,,0
236,41970,3.0,2010-05-22,Male,Headphones,Philips,2005,Male,0
547,42042,3.0,2010-05-24,Male,Headphones,Philips,2007,,0
547,42188,5.0,2010-05-28,Male,Headphones,Philips,2007,,0
236,42276,5.0,2010-05-31,Male,Headphones,Philips,2005,,0
236,42277,1.0,2010-05-31,Male,Headphones,Philips,2005,,0
547,42511,5.0,2010-06-07,Male,Headphones,Philips,2007,,0
547,42521,5.0,2010-06-07,Male,Headphones,Philips,2007,,0
236,42700,5.0,2010-06-12,Male,Headphones,Philips,2005,Female,0
236,42701,3.0,2010-06-12,Male,Headphones,Philips,2005,Male,0
236,42864,2.0,2010-06-16,Male,Headphones,Philips,2005,,0
236,42872,3.0,2010-06-16,Male,Headphones,Philips,2005,,0
236,43223,5.0,2010-06-28,Male,Headphones,Philips,2005,,0
236,43347,1.0,2010-07-01,Male,Headphones,Philips,2005,,0
236,43353,5.0,2010-07-01,Male,Headphones,Philips,2005,Female,0
547,43380,4.0,2010-07-02,Male,Headphones,Philips,2007,,0
236,43512,3.0,2010-07-06,Male,Headphones,Philips,2005,,0
236,43516,4.0,2010-07-06,Male,Headphones,Philips,2005,,0
547,43813,4.0,2010-07-14,Male,Headphones,Philips,2007,,0
547,43888,5.0,2010-07-16,Male,Headphones,Philips,2007,,0
547,43971,1.0,2010-07-19,Male,Headphones,Philips,2007,,0
236,44271,2.0,2010-07-26,Male,Headphones,Philips,2005,,0
547,44467,5.0,2010-07-31,Male,Headphones,Philips,2007,,0
236,45067,5.0,2010-08-17,Male,Headphones,Philips,2005,Female,0
236,45745,2.0,2010-09-02,Male,Headphones,Philips,2005,Male,0
236,45783,1.0,2010-09-03,Male,Headphones,Philips,2005,,0
236,42938,2.0,2010-09-05,Male,Headphones,Philips,2005,Male,1
236,45920,5.0,2010-09-06,Male,Headphones,Philips,2005,,0
236,46012,5.0,2010-09-09,Male,Headphones,Philips,2005,,0
236,46098,5.0,2010-09-11,Male,Headphones,Philips,2005,,0
236,46113,4.0,2010-09-11,Male,Headphones,Philips,2005,,0
236,46681,4.0,2010-09-23,Male,Headphones,Philips,2005,,0
236,46799,5.0,2010-09-26,Male,Headphones,Philips,2005,,0
547,46828,5.0,2010-09-27,Male,Headphones,Philips,2007,,0
547,46986,5.0,2010-09-30,Male,Headphones,Philips,2007,,0
236,47072,5.0,2010-10-02,Male,Headphones,Philips,2005,,0
236,47103,4.0,2010-10-03,Male,Headphones,Philips,2005,,0
547,47404,3.0,2010-10-10,Male,Headphones,Philips,2007,,0
236,47472,5.0,2010-10-11,Male,Headphones,Philips,2005,Female,0
236,47673,4.0,2010-10-16,Male,Headphones,Philips,2005,,0
236,47773,2.0,2010-10-18,Male,Headphones,Philips,2005,,0
547,47959,1.0,2010-10-22,Male,Headphones,Philips,2007,,0
907,47965,5.0,2010-10-23,Female,Headphones,Jabra,2009,Male,0
236,30928,3.0,2010-10-27,Male,Headphones,Philips,2005,,2
236,48157,4.0,2010-10-27,Male,Headphones,Philips,2005,,0
547,48249,5.0,2010-10-29,Male,Headphones,Philips,2007,,0
236,48405,1.0,2010-11-02,Male,Headphones,Philips,2005,,0
547,48409,5.0,2010-11-02,Male,Headphones,Philips,2007,,0
547,48416,5.0,2010-11-02,Male,Headphones,Philips,2007,,0
547,48631,4.0,2010-11-07,Male,Headphones,Philips,2007,,0
236,48666,1.0,2010-11-08,Male,Headphones,Philips,2005,,0
236,48771,1.0,2010-11-10,Male,Headphones,Philips,2005,,0
236,49117,5.0,2010-11-18,Male,Headphones,Philips,2005,,0
1466,49197,2.0,2010-11-20,Male,Headphones,Philips,2010,,0
1469,49342,5.0,2010-11-23,Male,Headphones,Philips,2011,,0
236,49369,4.0,2010-11-24,Male,Headphones,Philips,2005,,0
1469,49441,5.0,2010-11-26,Male,Headphones,Philips,2011,Female,0
236,49454,2.0,2010-11-26,Male,Headphones,Philips,2005,,0
236,49528,2.0,2010-11-28,Male,Headphones,Philips,2005,,0
236,49665,2.0,2010-11-30,Male,Headphones,Philips,2005,,0
236,49739,2.0,2010-12-01,Male,Headphones,Philips,2005,,0
236,49809,3.0,2010-12-02,Male,Headphones,Philips,2005,,0
547,49870,5.0,2010-12-03,Male,Headphones,Philips,2007,,0
236,50077,1.0,2010-12-07,Male,Headphones,Philips,2005,,0
236,23533,1.0,2010-12-08,Male,Headphones,Philips,2005,,1
236,50212,3.0,2010-12-10,Male,Headphones,Philips,2005,,0
236,50397,4.0,2010-12-14,Male,Headphones,Philips,2005,,0
1499,50679,5.0,2010-12-20,Male,Headphones,Philips,2011,,0
1466,50776,4.0,2010-12-21,Male,Headphones,Philips,2010,,0
236,50857,4.0,2010-12-23,Male,Headphones,Philips,2005,,0
236,51083,5.0,2010-12-26,Male,Headphones,Philips,2005,,0
1466,51486,1.0,2010-12-30,Male,Headphones,Philips,2010,,0
236,51526,2.0,2010-12-30,Male,Headphones,Philips,2005,,0
236,51820,2.0,2011-01-01,Male,Headphones,Philips,2005,,0
236,51850,5.0,2011-01-02,Male,Headphones,Philips,2005,,0
236,52003,4.0,2011-01-04,Male,Headphones,Philips,2005,,0
1469,52093,1.0,2011-01-05,Male,Headphones,Philips,2011,,0
236,52151,4.0,2011-01-05,Male,Headphones,Philips,2005,,0
236,52203,5.0,2011-01-06,Male,Headphones,Philips,2005,,0
236,52209,4.0,2011-01-06,Male,Headphones,Philips,2005,,0
236,52338,4.0,2011-01-08,Male,Headphones,Philips,2005,,0
1469,52383,1.0,2011-01-09,Male,Headphones,Philips,2011,,0
236,52593,1.0,2011-01-12,Male,Headphones,Philips,2005,,0
547,52615,5.0,2011-01-12,Male,Headphones,Philips,2007,,0
236,52675,1.0,2011-01-13,Male,Headphones,Philips,2005,,0
1469,52713,5.0,2011-01-13,Male,Headphones,Philips,2011,,0
236,52826,2.0,2011-01-15,Male,Headphones,Philips,2005,,0
236,53019,5.0,2011-01-18,Male,Headphones,Philips,2005,,0
236,53254,1.0,2011-01-21,Male,Headphones,Philips,2005,,0
547,53465,4.0,2011-01-25,Male,Headphones,Philips,2007,,0
1499,53576,5.0,2011-01-27,Male,Headphones,Philips,2011,,0
